rating,review,place,date,des
4,Delightful,Kuppam,8 months ago,Nice product, wall mount not provided.. tv demo not provided the service man and he collected money for installation charges... But in this site showing free instation...Pls buy in mi store
5,Just wow!,Hyderabad,8 months ago,nice
5,Worth every penny,Vettavalam,8 months ago,super
5,Simply awesome,Ahmadnagar,8 months ago,I got this tv   and   excellent  tv   and no any issues   see this tv   5/5
5,Must buy!,Bengaluru,8 months ago,for low budget it is Werth product
5,Must buy!,Arcot,8 months ago,ok
5,Classy product,Jaipur,8 months ago,all in one
5,Awesome,Pune,8 months ago,Cast screen not clear on in hing
5,Highly recommended,Vadodara,8 months ago,Product is as expected.
5,Super!,Bengaluru,8 months ago,Awesome with Mi Soundbar...picture quality, UI is great.. brightness is also upto the mark
4,Delightful,Bhilai,8 months ago,Best product with in the given price range, Even better than the some overpriced products in terms of functions, looks as well as connectivity. It is the best product if u want to go for budgeted, reliable and well functioned product. An extended warranty of 2 year may be purchased from flipkart gives u addon satisfaction as ur product got under warranty for 3 years(1 year by Company & 2 years by flipkart) & best is u will get all this under Rs.25000 (as I purchased during Republic week Sale).
4,Really Nice,Kapadvanj,8 months ago,price is OK but you tube connectivity pooe
5,Simply awesome,Faridabad,8 months ago,best brand product at reasanable price.
1,Horrible,Vadodara,8 months ago,TV panel board is not working , so only Tata sky is running other app and setting is not working, hope that Flipkart will replace the TV, otherwise trust from flipkart will go.
4,Good quality product,Bangarapet,8 months ago,Excellent Mi TV 4a pro Superb
4,Nice product,New Delhi,8 months ago,Good product, value for money.
4,Wonderful,Hajira,8 months ago,Resolution is  Good
5,Brilliant,Chennai,8 months ago,Great TV, with excellent quality. Sound system is decent
5,Excellent,Mahabubabad District,8 months ago,GOOD
5,Simply awesome,Akola,8 months ago,Excellent Television
5,Excellent,Kodad,8 months ago,Very much impressed by this tv,  can buy this tv at low price with all specifications installation and demo also good finally worth full.
5,Great product,Lucknow,8 months ago,Fulfilled my requirement
4,Delightful,Hyderabad,8 months ago,Good product, nice quality
5,Classy product,Raigarh District,8 months ago,Superb service by flipkart deliverd shipment within 24 hours by ekart team. I like ekart person which was deliverd shipment this guy is full friendly behavior and also contact me for update. And also thanks for instalation team. Once order deliverd with in 3 hours instalation done. I love that type of unbreakable service... Thank you flipkart and flipkart partners.
5,Just wow!,Kochi,8 months ago,superp tv all rumours about brightness r false
1,Waste of money!,Kolkata,8 months ago,installation guy was not proper
5,Just wow!,Udaipur,8 months ago,Nice good clarity and dolby sound, other brands are failed in front of this product
4,Delightful,Krishnagiri District,8 months ago,Value for Money
4,Really Nice,Pune,8 months ago,everything is good in this price range. I was expecting it to have screen mirroring feature to add one more star.
4,Pretty good,Morbi District,8 months ago,impressive.. purchase without any doubtquality are awesome...best in price..
5,Terrific purchase,Kopaganj,8 months ago,best price best item
5,Fabulous!,Tirunelveli,8 months ago,best product
2,Could be way better,Hyderabad,8 months ago,excellent
5,Terrific,Vizianagaram,8 months ago,best tv for this prize
4,Worth the money,Kotputli,8 months ago,Ultimate product.
5,Super!,Purnia,8 months ago,greatt Tv ..I love it..
5,Brilliant,Bengaluru,8 months ago,Best in class, value for money. I am using it for last 4 months. Superb Clarity and awesome colors.Make sure to turn off the dynamic brightness to get the best picture clarity and brightness.4k videos plays like a charm. Happy to buy MI.
3,Good,Hyderabad,8 months ago,It is not 43 inches, its 38 inches only
5,Great product,Kalyan,8 months ago,Nice
4,Really Nice,Hyderabad,8 months ago,good product
3,Fair,Chennai,8 months ago,didn't get any free installed movies or wacht time . patch wall is total waste . worst installation guy didn't know how the TV works. all he had to do is remove from box fit the stand and scan the TV in his app. couldn't guide me about its use. wanted to leave as he has many installation to do. I had to work out the features and functions myself
4,Delightful,Ibrahimpatnam,8 months ago,worth for money. using from 10 days, up to now good
5,Classy product,Chennai,8 months ago,Worth for valuable money....
5,superb,Surat,8 months ago,superb excellent no words beyond this
5,Perfect product!,Rajkot,8 months ago,only mobile miracast problem.all over best..,,
3,Fair,Coimbatore,8 months ago,Value for money!!..The mute button is not there in remote that made little disappointment.  Sound and Picture is ok...!!
5,Best in the market!,Pusad,8 months ago,Osam
5,Best in the market!,Kollam,8 months ago,Tv is outstanding but technician work poor
4,Good quality product,Aurangabad,8 months ago,nice
5,Great product,Indore,8 months ago,Good quality
4,Very Good,Ahmedabad,8 months ago,Good product
4,Really Nice,Vadodara,8 months ago,Delivery of the product on time & installation/demo before time.worth buying.
5,Terrific purchase,Porbandar,8 months ago,Superb TV,  there isn't any brightness issue, picture quality is good,  sound quality is also awesome...
5,Terrific,Raipur,8 months ago,Excellent Product.
5,Perfect product!,Vijayawada,8 months ago,Good performance and nice looking.
5,Highly recommended,Pimpri Chinchwad,8 months ago,Best quality..
5,Brilliant,Gwalior,8 months ago,Excellent
5,Terrific purchase,Raigarh,8 months ago,its support 4k videos on official YouTube and Sound Quality is also good
4,Pretty good,Chandrapur,8 months ago,overall nice but Mirra cast and Bluetooth not working Av tv not directly patchwal system ..
3,Nice,Shahdol,8 months ago,Why make screen mirroring so difficult, and still it doesn't connect to my Samsung s8 device. Poor connectivity, need to improve
3,Decent product,Bengaluru,8 months ago,TV is good,But installation guys have not installed properly.need Flipkart urgent attention on this
1,Absolute rubbish!,Pune,8 months ago,product delivered on 2 nd feb-19 , still installation has been not done, talking follow up with flipkart from last 5days , there no any feedback , only thay confirmed installation will be done before 7th feb, still notyet generated any call for installation, its very poor poor service, i want to return my product
4,Good choice,Bhawanipatna,8 months ago,200% value of money
4,Good choice,Ilampillai,8 months ago,NICE PRODUCT
3,Nice,Bokaro Steel City,8 months ago,Andoid TV / Smart TV and Blah ! Blah ! Blah !.Netflix not supported, Prime not supported, tried downloading from play store but not available. No I have to spend extra money for Airtel Internet TV instead of normal HD set top box.
5,Mind-blowing purchase,Belagavi,8 months ago,Xiaomi doing good job...this tv have some issues but in update it will washouted that's not bad
5,Awesome,Hyderabad,8 months ago,Satisfied with the product
3,Decent product,Bengaluru,8 months ago,Prime vedio and Netflix will not work in Mi tv's until unless you buy fire stick and connect to tv.
4,Value-for-money,Chennai,8 months ago,OK good for price.
5,Highly recommended,Chennai,8 months ago,Excellent TV for low budget
4,Pretty good,Kancheepuram,8 months ago,good
3,Good,Coimbatore,8 months ago,Nice product. But people without knowledge of mobile phone usage or android operating system will struggle to use. even i can't understand how to operate chromcast
1,Terrible product,New Delhi,8 months ago,this TV is a like a normal led TV and not a smart TV. No app is running smoothly. there is a lot of hanging and connectivity issues in almost all the apps. My other iffalcon smart led TV is running smoothly on the same WiFi network. so just a normal TV for me nothing smart in it. flipkart please return or refund this product. A horrible experience this time with flipkart
5,Excellent,Jaipur,8 months ago,everything is nice bt wall mount is missing in box.
5,Just wow!,Jammu,8 months ago,reviews on time first of all delivery was on time product is good value for money but little bit disappointed by Jeeves services... their engineers doesn't seem to be professional
4,Nice product,Rajkot,8 months ago,best
5,Must buy!,New Delhi,8 months ago,Truly value for money, excellent TV in this price range, no cons in this price. If any one is saying brightness issue and other thing should not be consider, as no such issue is noticed by me.
5,Fabulous!,Mumbai,8 months ago,Value for for money ... thank u MIFlipkart delivery and installation incredible... thank u flipkart for giving delivery before time with installation.flipkart 5* for you quick response even faster than offline shop purchase.... thank u so much
5,Great product,Pune,8 months ago,everything is perfect except can't watch netflix
5,Brilliant,Hyderabad,8 months ago,One of the best LED TV in this price. No doubt ,excellent product go with this.
5,Must buy!,Hyderabad,8 months ago,Good product
4,Nice product,Nalgonda,8 months ago,picture quality is nice
4,Wonderful,Patna District,8 months ago,1 tb hard disk is not connecting
3,Fair,Patna,8 months ago,Everything is nice except  Brightness  is not up to mark
4,Worth the money,Alwar,8 months ago,really it's nice and value of money HD quality is superb google connectivity net suffering all marvelous but little bit picture quality is a area of improvement by MI .but overall good tv I extend my 2 years warranty also by paying 1930 to Jeeves engineer .so everyone go for it you will definitely like that.
5,Must buy!,Bengaluru,8 months ago,Nice TV for this price range....awesome quality
1,Worthless,Khalilabad,8 months ago,delivery boy is very cheap
5,Great product,Shahid Bhagat Singh Nagar District,8 months ago,i love this
